lhs,rhs,support,confidence,lift,antecedents_str,consequents_str
frozenset({'Olive'}),frozenset({'Salt'}),0.17456896551724138,0.4576271186440678,1.1477782867613375,Olive,Salt
frozenset({'Olive'}),frozenset({'Shampoo'}),0.15517241379310345,0.4067796610169492,1.110269192422732,Olive,Shampoo
frozenset({'Olive'}),frozenset({'ShavingFoam'}),0.1724137931034483,0.4519774011299435,1.115518692150499,Olive,ShavingFoam
frozenset({'Olive'}),frozenset({'Sugar'}),0.15732758620689655,0.4124293785310734,1.1256895978730475,Olive,Sugar
frozenset({'Olive'}),frozenset({'Toothpaste'}),0.17025862068965517,0.4463276836158192,1.1634609280771915,Olive,Toothpaste
frozenset({'Onion'}),frozenset({'Salt'}),0.1875,0.4943181818181818,1.2398034398034399,Onion,Salt
frozenset({'Onion'}),frozenset({'Shampoo'}),0.14870689655172414,0.39204545454545453,1.070053475935829,Onion,Shampoo
frozenset({'Onion'}),frozenset({'ShavingFoam'}),0.1896551724137931,0.5,1.2340425531914894,Onion,ShavingFoam
frozenset({'Onion'}),frozenset({'Sugar'}),0.16379310344827586,0.4318181818181818,1.1786096256684493,Onion,Sugar
frozenset({'Onion'}),frozenset({'Toothpaste'}),0.1939655172413793,0.5113636363636364,1.3329928498467822,Onion,Toothpaste
frozenset({'Salt'}),frozenset({'Shampoo'}),0.17456896551724138,0.43783783783783786,1.195039745627981,Salt,Shampoo
frozenset({'Salt'}),frozenset({'ShavingFoam'}),0.1875,0.4702702702702703,1.1606670500287524,Salt,ShavingFoam
frozenset({'Salt'}),frozenset({'Sugar'}),0.1875,0.4702702702702703,1.2835612082670909,Salt,Sugar
frozenset({'Salt'}),frozenset({'Toothpaste'}),0.1939655172413793,0.4864864864864865,1.2681445490434256,Salt,Toothpaste
