Algorithm,Rules,Avg_Confidence,Avg_Lift,Runtime_sec
FP-Growth,593,0.47075253046377147,1.1989541175297518,0.5056936740875244
ECLAT,231,0.4475102413257201,1.1436082912968955,0.005594015121459961
AIS,231,0.4475102413257202,1.1436082912968955,0.013852596282958984
