antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedents_str,consequents_str
frozenset({'Cheese'}),frozenset({'Hazelnut'}),0.44396551724137934,0.4202586206896552,0.20689655172413793,0.4660194174757281,1.1088872292755787,1.0,0.020316215814506516,1.0856974921630094,0.17659883720930214,0.3147540983606557,0.07893312159382096,0.4791635548917102,Cheese,Hazelnut
"frozenset({'Bacon', 'Banana'})",frozenset({'Hazelnut'}),0.2413793103448276,0.4202586206896552,0.1271551724137931,0.5267857142857142,1.2534798534798532,1.0,0.025713436385255625,1.2251138581652565,0.26656394453004606,0.23790322580645157,0.18374933616569286,0.4146749084249084,"Bacon, Banana",Hazelnut
"frozenset({'Bacon', 'Hazelnut'})",frozenset({'Banana'}),0.22198275862068967,0.4482758620689655,0.1271551724137931,0.5728155339805825,1.2778192681105303,1.0,0.02764565992865635,1.2915360501567397,0.27944973942438606,0.2341269841269841,0.22572815533980575,0.4282346900672143,"Bacon, Hazelnut",Banana
"frozenset({'Banana', 'Hazelnut'})",frozenset({'Bacon'}),0.22198275862068967,0.43103448275862066,0.1271551724137931,0.5728155339805825,1.3289320388349515,1.0,0.031472948870392384,1.331896551724138,0.31813700173717074,0.24180327868852464,0.24919093851132684,0.4339077669902912,"Banana, Hazelnut",Bacon
frozenset({'Hazelnut'}),"frozenset({'Bacon', 'Banana'})",0.4202586206896552,0.2413793103448276,0.1271551724137931,0.30256410256410254,1.2534798534798532,1.0,0.025713436385255625,1.0877281947261663,0.3488122991619933,0.23790322580645157,0.08065268065268062,0.4146749084249084,Hazelnut,"Bacon, Banana"
"frozenset({'Bacon', 'Hazelnut'})",frozenset({'Cheese'}),0.22198275862068967,0.44396551724137934,0.125,0.5631067961165048,1.2683570553303798,1.0,0.026447309750297257,1.2727011494252871,0.2719457445792339,0.2310756972111554,0.21426958681417918,0.4223300970873786,"Bacon, Hazelnut",Cheese
"frozenset({'Bacon', 'Cheese'})",frozenset({'Hazelnut'}),0.22413793103448276,0.4202586206896552,0.125,0.5576923076923077,1.3270216962524655,1.0,0.03080410225921522,1.31071964017991,0.31762452107279693,0.24066390041493776,0.23706033743208466,0.4275641025641026,"Bacon, Cheese",Hazelnut
"frozenset({'Hazelnut', 'Cheese'})",frozenset({'Bacon'}),0.20689655172413793,0.43103448275862066,0.125,0.6041666666666666,1.4016666666666666,1.0,0.035820451843044,1.4373865698729582,0.3613193403298351,0.24369747899159666,0.3042929292929293,0.44708333333333333,"Cheese, Hazelnut",Bacon
frozenset({'HeavyCream'}),frozenset({'Hazelnut'}),0.41594827586206895,0.4202586206896552,0.20905172413793102,0.5025906735751295,1.1959080643018467,1.0,0.03424587544589772,1.165521731321839,0.28048084604557366,0.3333333333333333,0.1420151395496658,0.5000132855055135,HeavyCream,Hazelnut
frozenset({'Hazelnut'}),frozenset({'HeavyCream'}),0.4202586206896552,0.41594827586206895,0.20905172413793102,0.4974358974358974,1.1959080643018467,1.0,0.03424587544589772,1.1621437368050669,0.2825662054957267,0.3333333333333333,0.13952124136625976,0.5000132855055135,Hazelnut,HeavyCream
frozenset({'Bacon'}),frozenset({'HeavyCream'}),0.43103448275862066,0.41594827586206895,0.20043103448275862,0.465,1.1179274611398964,1.0,0.021142984542211668,1.0916854656783759,0.18540241120886294,0.31,0.08398523985239859,0.47343264248704664,Bacon,HeavyCream
frozenset({'HeavyCream'}),frozenset({'Bacon'}),0.41594827586206895,0.43103448275862066,0.20043103448275862,0.48186528497409326,1.1179274611398964,1.0,0.021142984542211668,1.098103448275862,0.1806134190374163,0.31,0.08933898571204274,0.47343264248704664,HeavyCream,Bacon
frozenset({'Banana'}),frozenset({'HeavyCream'}),0.4482758620689655,0.41594827586206895,0.1961206896551724,0.43749999999999994,1.0518134715025906,1.0,0.009661117717003564,1.0383141762452108,0.08928571428571426,0.29354838709677417,0.03690036900368997,0.4545012953367875,Banana,HeavyCream
frozenset({'HeavyCream'}),frozenset({'Banana'}),0.41594827586206895,0.4482758620689655,0.1961206896551724,0.47150259067357514,1.0518134715025906,1.0,0.009661117717003564,1.04394861392833,0.08434370057986292,0.29354838709677417,0.042098445595854926,0.4545012953367875,HeavyCream,Banana
frozenset({'HeavyCream'}),frozenset({'Honey'}),0.41594827586206895,0.41594827586206895,0.20474137931034483,0.4922279792746114,1.1833874734892214,1.0,0.031728411117717015,1.1502243138634765,0.2653330743833755,0.3264604810996564,0.1306043630384491,0.4922279792746114,HeavyCream,Honey
frozenset({'Honey'}),frozenset({'HeavyCream'}),0.41594827586206895,0.41594827586206895,0.20474137931034483,0.4922279792746114,1.1833874734892214,1.0,0.031728411117717015,1.1502243138634765,0.2653330743833755,0.3264604810996564,0.1306043630384491,0.4922279792746114,Honey,HeavyCream
frozenset({'HeavyCream'}),frozenset({'Cheese'}),0.41594827586206895,0.44396551724137934,0.20043103448275862,0.48186528497409326,1.085366467126113,1.0,0.015764343043995238,1.0731465517241376,0.13466650795540208,0.30392156862745096,0.06816082258906689,0.46666079782685244,HeavyCream,Cheese
frozenset({'Cheese'}),frozenset({'HeavyCream'}),0.44396551724137934,0.41594827586206895,0.20043103448275862,0.4514563106796116,1.085366467126113,1.0,0.015764343043995238,1.064731461702777,0.14145202967408516,0.30392156862745096,0.060796044853652385,0.46666079782685244,Cheese,HeavyCream
"frozenset({'Bacon', 'Banana'})",frozenset({'HeavyCream'}),0.2413793103448276,0.41594827586206895,0.1206896551724138,0.5,1.2020725388601037,1.0,0.02028834720570749,1.168103448275862,0.22159090909090912,0.22489959839357432,0.14391143911439117,0.3950777202072539,"Bacon, Banana",HeavyCream
"frozenset({'Bacon', 'HeavyCream'})",frozenset({'Banana'}),0.20043103448275862,0.4482758620689655,0.1206896551724138,0.6021505376344086,1.3432588916459884,1.0,0.030841260404280618,1.3867660764212488,0.3195995379283789,0.22857142857142856,0.2788978494623656,0.43569065343258895,"Bacon, HeavyCream",Banana
"frozenset({'Banana', 'HeavyCream'})",frozenset({'Bacon'}),0.1961206896551724,0.43103448275862066,0.1206896551724138,0.6153846153846154,1.4276923076923078,1.0,0.036154875148632595,1.4793103448275864,0.37265415549597863,0.23829787234042557,0.3240093240093241,0.4476923076923077,"Banana, HeavyCream",Bacon
frozenset({'Banana'}),frozenset({'Carrot'}),0.4482758620689655,0.41379310344827586,0.21982758620689655,0.49038461538461536,1.1850961538461537,1.0,0.03433412604042807,1.1502927781392325,0.2830882352941177,0.34228187919463093,0.13065610859728502,0.5108173076923077,Banana,Carrot
frozenset({'Carrot'}),frozenset({'Banana'}),0.41379310344827586,0.4482758620689655,0.21982758620689655,0.53125,1.1850961538461537,1.0,0.03433412604042807,1.1770114942528735,0.2664359861591696,0.34228187919463093,0.150390625,0.5108173076923077,Carrot,Banana
frozenset({'HeavyCream'}),frozenset({'Carrot'}),0.41594827586206895,0.41379310344827586,0.19827586206896552,0.4766839378238342,1.1519861830742661,1.0,0.026159334126040434,1.120177534994879,0.2258944328573721,0.3139931740614335,0.10728436452301132,0.4779253022452504,HeavyCream,Carrot
frozenset({'Carrot'}),frozenset({'HeavyCream'}),0.41379310344827586,0.41594827586206895,0.19827586206896552,0.4791666666666667,1.1519861830742661,1.0,0.026159334126040434,1.1213793103448277,0.22506393861892585,0.3139931740614335,0.10824108241082417,0.4779253022452504,Carrot,HeavyCream
frozenset({'Bacon'}),frozenset({'Carrot'}),0.43103448275862066,0.41379310344827586,0.19827586206896552,0.46,1.1116666666666668,1.0,0.019916765755053523,1.0855683269476373,0.17654808959156795,0.3066666666666667,0.07882352941176474,0.46958333333333335,Bacon,Carrot
frozenset({'Carrot'}),frozenset({'Bacon'}),0.41379310344827586,0.43103448275862066,0.19827586206896552,0.4791666666666667,1.1116666666666668,1.0,0.019916765755053523,1.0924137931034485,0.1713554987212277,0.3066666666666667,0.08459595959595967,0.46958333333333335,Carrot,Bacon
frozenset({'Hazelnut'}),frozenset({'Carrot'}),0.4202586206896552,0.41379310344827586,0.18318965517241378,0.43589743589743585,1.0534188034188032,1.0,0.009289536266349568,1.0391849529780566,0.0874699322108024,0.2814569536423841,0.03770739064856704,0.4393028846153846,Hazelnut,Carrot
frozenset({'Carrot'}),frozenset({'Hazelnut'}),0.41379310344827586,0.4202586206896552,0.18318965517241378,0.4427083333333333,1.0534188034188032,1.0,0.009289536266349568,1.040283596519497,0.08650519031141854,0.2814569536423841,0.038723667905823975,0.4393028846153846,Carrot,Hazelnut
frozenset({'Cheese'}),frozenset({'Carrot'}),0.44396551724137934,0.41379310344827586,0.21767241379310345,0.49029126213592233,1.1848705501618124,1.0,0.033962544589774074,1.15008210180624,0.2806048046665131,0.34006734006734,0.13049685893774987,0.5081664644012945,Cheese,Carrot
frozenset({'Carrot'}),frozenset({'Cheese'}),0.41379310344827586,0.44396551724137934,0.21767241379310345,0.5260416666666667,1.1848705501618124,1.0,0.033962544589774074,1.1731716559302767,0.26616191030867786,0.34006734006734,0.14760981912144713,0.5081664644012945,Carrot,Cheese
frozenset({'Carrot'}),frozenset({'Honey'}),0.41379310344827586,0.41594827586206895,0.20474137931034483,0.4947916666666667,1.1895509499136443,1.0,0.032624851367419744,1.1560611446853895,0.2718266253869969,0.32758620689655177,0.13499384993849944,0.49350982297063906,Carrot,Honey
frozenset({'Honey'}),frozenset({'Carrot'}),0.41594827586206895,0.41379310344827586,0.20474137931034483,0.4922279792746114,1.1895509499136443,1.0,0.032624851367419744,1.1544686840253344,0.27282967566517774,0.32758620689655177,0.13380067052727831,0.49350982297063906,Honey,Carrot
"frozenset({'Bacon', 'Banana'})",frozenset({'Carrot'}),0.2413793103448276,0.41379310344827586,0.1206896551724138,0.5,1.2083333333333333,1.0,0.02080856123662307,1.1724137931034484,0.22727272727272732,0.22580645161290325,0.14705882352941177,0.39583333333333337,"Bacon, Banana",Carrot
"frozenset({'Bacon', 'Carrot'})",frozenset({'Banana'}),0.19827586206896552,0.4482758620689655,0.1206896551724138,0.6086956521739131,1.3578595317725752,1.0,0.03180737217598098,1.409961685823755,0.3287250384024578,0.22950819672131148,0.29076086956521746,0.4389632107023411,"Bacon, Carrot",Banana
"frozenset({'Banana', 'Carrot'})",frozenset({'Bacon'}),0.21982758620689655,0.43103448275862066,0.1206896551724138,0.5490196078431373,1.2737254901960786,1.0,0.02593638525564805,1.2616191904047978,0.27545382794001594,0.22764227642276424,0.20736779560308985,0.41450980392156866,"Banana, Carrot",Bacon
"frozenset({'Bacon', 'Cheese'})",frozenset({'Carrot'}),0.22413793103448276,0.41379310344827586,0.12284482758620689,0.548076923076923,1.3245192307692306,1.0,0.030098097502972654,1.2971386647101981,0.31578947368421056,0.23849372384937234,0.22907239819004513,0.4224759615384615,"Bacon, Cheese",Carrot
"frozenset({'Bacon', 'Carrot'})",frozenset({'Cheese'}),0.19827586206896552,0.44396551724137934,0.12284482758620689,0.6195652173913043,1.3955255382017728,1.0,0.03481718192627822,1.4615763546798028,0.35351820411243146,0.23651452282157673,0.3158072126727333,0.44813212325875895,"Bacon, Carrot",Cheese
